Epoch,Loss_D,Loss_G,PSNR,SSIM,Score_D,Score_G
1,0.7497211255588092,0.014855180750484462,20.987947067662425,0.6935128904460521,0.5505497330898518,0.3002708585889967
2,0.40922836033073634,0.00643363512457685,24.99001059796363,0.8543999878208289,0.7448465235240467,0.1540748844961743
3,0.9872601015551074,0.004172123628794341,25.874977120395528,0.8872463388389416,0.4015767814906629,0.388836880868023
4,1.0002889782339484,0.00363857409118808,27.37453809985885,0.8865018888805689,0.25877139592791226,0.25906037654843295
5,1.0052117363468662,0.0033127858454512584,29.943332668489482,0.897459650977274,0.355008566433245,0.36022030707594155
6,1.0063925990471252,0.0028196161070295996,26.66422873869547,0.8935102967733748,0.45851618827164947,0.4649087815910011
7,1.001412650605699,0.0029612795451657847,27.23776631541545,0.8980045727129733,0.5280162805432195,0.5294289258387951
8,1.0021439808625001,0.0028683870620149245,29.91818163562211,0.9039696676007817,0.5277041273790078,0.5298481091961369
9,1.0014318011783145,0.0024308922867923677,26.76734633867853,0.9030950029244583,0.6453194670133047,0.6467512601369375
10,1.0006718590214208,0.002498020439430161,30.601011356790817,0.9049166186472003,0.6600061232024604,0.6606779837154889
11,0.9999310022837168,0.0022177754288858122,29.969758000592414,0.9092805124400707,0.6509158873223925,0.650846897660791
12,0.9995955206133105,0.0019427557525740521,28.98599864123596,0.9028596288702461,0.6808244124189153,0.680419931122968
13,0.9994451611846298,0.0020159810317215976,27.615206543675008,0.9103248266691573,0.5813874091591325,0.5808325722530201
14,0.9987816435916049,0.0020805651020655807,29.338020885674958,0.9061835635913892,0.47931500278912986,0.4780966444714769
15,1.0047799070795496,0.00211884281402258,29.543701342818313,0.9098417377204038,0.40287249931344044,0.40765239938243375
16,1.0081011883847348,0.0022038539150940465,31.763910621635354,0.9124919142615929,0.5817774284232009,0.5898786163902856
17,1.0023828896435651,0.001724387445413434,27.98399254502696,0.9121373563670041,0.7114961010080438,0.7138789872507433
18,0.9998676387874691,0.0018101540097903398,32.90285983340645,0.9165457902329691,0.6947254718722286,0.6945931106596976
19,1.0010252965463173,0.001630112772818666,30.835878271097457,0.9172441778558024,0.7036715423738634,0.7046968442303043
20,1.0000674866579913,0.0017411625519668957,32.45907102380752,0.9170111792810848,0.7038118185939731,0.7038793090704802
21,1.0012433229385316,0.0016304152702830649,29.33925960302767,0.9125579120068068,0.7025485653896351,0.7037918978744561
22,1.0010024735161491,0.0016326096034268507,29.173297381141712,0.9152130585038261,0.7194493291256306,0.72045180305943
23,1.000896104880878,0.0016220107712355014,32.47794567794482,0.9213469416907664,0.7048374801068693,0.7057335849877473
24,0.998939340179031,0.00156027573562629,33.22231744759406,0.9185631911406357,0.7055246864591872,0.7044640247289602
25,1.0000742319467906,0.0015440404201178131,28.679177792956562,0.9214191697956471,0.6741027515213769,0.6741769834681675
26,1.0001117507736008,0.0015453182006333103,31.417144118363304,0.9186658149354914,0.666818293305608,0.6669300440792088
27,0.9975345076264085,0.0017501889635716473,26.86647432189925,0.9181896146763576,0.6283414422332106,0.6258759555873928
28,0.99203503430188,0.0020090313786799248,31.24011542495697,0.9212672449229808,0.42220944264629584,0.41424447271200987
29,1.004647082633323,0.0017069287851473338,31.277003618523835,0.9204270571805118,0.45689625436956577,0.46154333509363094
30,1.0021424165239803,0.001508435975919637,32.78721635723725,0.9234373649854338,0.5625353661385385,0.5646777874356633
31,1.000368289164714,0.0015899798368104734,32.264029939498194,0.9232630937286977,0.48537448132121647,0.4857427700682803
32,0.9988894436333153,0.0017006769692441365,33.14440776822129,0.9238630546612686,0.3578148412931192,0.3567042950097028
33,1.0048209721142345,0.001822749557494707,28.06051996799247,0.9206983011760069,0.4096873625740036,0.414508337552125
34,0.9941861283433091,0.0018170722529527036,33.010930556431326,0.9231317224127523,0.3777986794143348,0.3719848039391282
35,1.000537727926825,0.0018993891712447799,27.996433731967638,0.9241414934061887,0.2682632025596019,0.26880093546839684
36,0.9999780503359882,0.0019251436533012966,28.313339176946982,0.9216417208146513,0.27579130875217067,0.27576936498000937
37,0.999828071088285,0.001878634547102484,33.811306080443494,0.9265088840816798,0.2551122527491223,0.25494032574666514
38,1.0000574749869269,0.001652008555880799,33.47647951988133,0.9242430898580658,0.2717546155681839,0.27181208084474456
39,1.0007871453826491,0.0016995170647772524,31.45850831600943,0.9249755237879378,0.27416468469110933,0.27495183287798103
40,1.0000188268340744,0.001794097454961132,33.547050145843045,0.9262454127997495,0.2934749637757455,0.29349379251907776
41,1.0015619015908457,0.001671893519696195,32.2273278746234,0.9249845903910948,0.30335456374529246,0.304916453940255
42,1.000302521912782,0.0016676968821716888,33.20735029778029,0.9274628932556409,0.3181607138824176,0.318463246296118
43,1.0006941540224537,0.0015851160444019061,32.635768080945965,0.9271513310711036,0.31347088627629094,0.3141650320203216
44,1.0010978843834069,0.0015704908755023379,32.60142977096139,0.9281552963042528,0.32116833633488723,0.32226622209057315
45,0.9995517768898049,0.0016739169515350514,34.32654891643697,0.9251814511384857,0.30794532977424943,0.3074971202376846
46,1.000708279308972,0.0016121923272312433,33.44620823813884,0.9290494423234061,0.2919177341091263,0.2926260146412167
47,1.0046534582420632,0.0017908921127801423,30.69018676706248,0.9229464463973314,0.36068950228027635,0.3653429643408553
48,0.9994265758716786,0.0014962115390524566,31.591621933155224,0.927278251460429,0.4589504488297292,0.458377037111584
49,1.0049361952312954,0.0015127412134406713,34.21528324136585,0.9269535166493962,0.4334418480699365,0.438378043301232
50,0.9934101941229941,0.0016270650241214473,33.13209948113996,0.9224543866146816,0.3474812539400639,0.3408914578181726
51,0.9998538452345092,0.001797292991452762,32.17860227768211,0.9235823763890213,0.28302106917560754,0.28287491297817324
52,1.0010748047967095,0.0017099389257524778,30.979550973421915,0.9261401911799827,0.3006502032220304,0.30172500971917277
53,0.9993334009840682,0.0016986354366289797,29.363954182954714,0.9273047895913713,0.30561240487270525,0.30494581301649054
54,0.9976244471571944,0.00184415468143894,30.288333793832848,0.9232604001345259,0.2968303508109397,0.2944547968046801
55,1.0036961086042173,0.0016116709364494225,30.855290653727717,0.9257089053646902,0.3802659408048586,0.3839620421896945
56,1.0036847604526296,0.0014866502732747012,29.906742251684086,0.9262892255622349,0.4653042699839618,0.4689890292731372
57,1.0045483697045434,0.0014774503042544792,33.819100338902686,0.9289357106337387,0.4781766677642608,0.48272503406793865
58,0.9972937308751546,0.001432857281450104,34.67368851371462,0.9300870975751555,0.48571747956094563,0.48301121711850287
59,1.0013399324617587,0.0015230013844878734,31.768047450028618,0.9272193654199664,0.3607477793345103,0.3620877022499795
60,1.0031645737133466,0.0014969166818059034,33.82328548520767,0.9294532537460327,0.3756819172903105,0.3788464873939663
61,1.00005262457692,0.0014500593998701544,33.03027357377469,0.9291213335615865,0.39395878551242586,0.3940114043615721
